Link,Name,Benefits,Image,Detail
https://www.card-gorilla.com/card/detail/2657,JADE Classic,"['바우처', '공항라운지', '적립', '적립', '디지털구독', '카페', '택시', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2657/card_img/32434/2657card.png,"['[PREMIUM VOUCHER] 바우처 5가지 중 1가지를 선택하여 이용 (연 1회)', '전세계 공항 라운지 무료이용(본인/가족/동반자 통합 연 3회, 일 3회)', '[기본 적립] 국내외 가맹점 1% 하나머니 적립', '[특별 적립] 영역별 1.5~1.2% 하나머니 적립 제공', '디지털 컨텐츠 자동이체 시, 50% 하나머니 적립 제공', '커피 이용금액 50% 하나머니 적립 제공', '택시 이용금액 50% 하나머니 적립 제공', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2694,신한카드 처음,"['적립', '생활', '디지털구독', '적립', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2694/card_img/33709/2694card_1.png,"['[오늘도 5% 적립 서비스] 음식점·카페·편의점·온라인쇼핑 5% 마이신한포인트 적립', '[일상 속 5% 적립 서비스] 생활·여행·패션 5% 마이신한포인트 적립', '[정기결제 최대 20% 적립 서비스] 통신 10% , OTT 15%, 멤버십 20% 마이신한포인트 적립', '소비관리 보너스 적립 서비스 소개', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2655,DA카드의정석Ⅱ,"['모든가맹점', '할인', '공항라운지', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2655/card_img/32217/2655card.png,"['기본 Discount - 0.8% 기본 청구할인', '추가 Discount - 0.5% 추가 청구할인(기본 0.8% + 추가 0.5% = 1.3% 청구할인)', '국내 공항라운지 무료 이용 서비스 안내', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2632,디지로카 London,"['국내외가맹점', '캐시백', '무이자할부', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2632/card_img/31797/2362card.png,"['어디서나 0.7% 캐시백', '즉시 결제 1% 추가 캐시백', 'LOCA 나누기 혜택', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/666,올바른 FLEX 카드,"['카페', '생활', '영화', '기타', '쇼핑', '간편결제', '공항라운지', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/666/card_img/21431/666card.png,"['스타벅스(사이렌오더 포함) 50% 청구할인', '유튜브프리미엄, 넷플릭스, 멜론 정기결제 20% 청구할인배달의민족, 요기요 10% 청구할인', 'CGV, 롯데시네마 30% 청구할인', '지하철, 버스 7% 청구할인SKT, KT, LGU+ 7% 청구할인', '쿠팡, G마켓, 11번가, 티몬, 농협몰 5% 청구할인CU, GS25 5% 청구할인', '올원페이(NH앱카드)로 결제 시 건당 1천원 청구할인', '국제공항 라운지 무료이용 연 1회 제공', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2458,BC 바로 에어 플러스 스카이패스,"['대한항공', '대한항공', '무이자할부', '프리미엄 서비스', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2458/card_img/31078/2458card_1.png,"['대한항공 마일리지 기본적립1천원당 1스카이패스 마일리지', '대한항공 마일리지 보너스 적립: 1백만원당 200스카이패스 마일리지', '무이자할부 서비스전국 모든 가맹점 2~3개월', 'MasterCard Platinum/ VISA Platinum 기본 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2692,현대카드 Summit,"['적립', '유치원', '학원', '병원/약국', '여행/숙박', '바우처', '기타', '공항라운지', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2692/card_img/33549/2692card.png,"['적립한도 제한 없는 1.5% M포인트 적립', '[추가 혜택] 학원/유치원 업종 5% M포인트 적립', '[추가 혜택] 학원/유치원 업종 5% M포인트 적립', '[추가혜택] 병원/약국 업종 5% M포인트 적립', '[추가혜택] 국내 항공사/여행사/특급호텔 업종 5% M포인트 적립', '15만원 상당 선택 제공 기프트 ①~④ 택1 (연1회)', '공항 및 특급호텔 발레파킹 무료 이용', 'THE LOUNGE : 공항 라운지 무료 이용 (연5회)', '꼭 확인해 주세요!']"
https://www.card-gorilla.com/card/detail/2683,현대카드Z family Edition2,"['온라인쇼핑', '병원/약국', '학원', '주유', '생활', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2683/card_img/32811/2683card.png,"['온라인 쇼핑몰 10% 청구 할인', '병원・약국 10% 청구 할인', '학원 10% 청구 할인', '주유 10% 청구 할인', '생활 요금 정기 결제 10% 청구 할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2330,LOCA 365 카드,"['공과금', '공과금', '대중교통', '통신', '배달앱', '보험사', '학습지', '디지털구독', '무이자할부', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2330/card_img/24131/2330card.png,"['[생활업종]아파트관리비 10% 할인', '[생활업종]공과금(도시가스비, 전기료) 10% 할인', '[생활업종]대중교통 10% 할인', '[생활업종]SKT, KT, LG U+ 10% 할인', '[생활업종]배달의 민족, 요기요, 쿠팡이츠 10% 할인', '[생활업종]생명보험, 손해보험 10% 할인', '[생활업종]학습지 10% 할인', '[생활업종]넷플릭스, 유튜브, 왓챠, 멜론, 지니뮤직, 디즈니 플러스 1,500원 할인', '국내 가맹점 2~3개월 무이자 할부', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2237,하나 스카이패스 아멕스 플래티늄 카드,"['대한항공', '공항라운지', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2237/card_img/20939/2237card.png,"['스카이패스 마일리지 적립', '인천공항 라운지 이용 시 무료서비스 제공', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2676,삼성 iD GLOBAL 카드,"['수수료우대', '해외이용', '삼성페이', '공항라운지', '디지털구독', '생활', '할인', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2676/card_img/32887/2676card_2.png,"['해외 수수료 할인', '해외 2% 할인', '삼성페이로 결제 시 해외 오프라인 가맹점 5% 할인', '공항 라운지 서비스 (The Lounge)', '인앱 결제/디지털콘텐츠/멤버십 50% 할인', '일상 필수 영역 1% 할인', '국내 가맹점 0.5% 할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2260,the Green Edition2,"['바우처', '프리미엄 서비스', '적립', '적립', '선택형']",https://api.card-gorilla.com:8080/storage/card/2260/card_img/27660/2260card.png,"['10만원 상당의 바우처 제공', '전 세계 공항라운지 / 무료 발레파킹 서비스VISA Signature / MasterCard World 서비스', '기본적립/특별적립 최대 5% 적립', '보너스 리워드7만 M포인트 적립 또는 연회비 7만원 감면(택 1)', 'the Green Edition2의 특별한 디자인을 소개합니다.내 취향에 맞는 카드 디자인을 선택해서 발급 받으세요.']"
https://www.card-gorilla.com/card/detail/32,신한카드 Deep Dream,"['모든가맹점', '생활', '생활', '주유', '택시', '적립', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/32/card_img/20114/32card.png,"['모두드림 - 전월 실적/적립 한도 없이 국내/외 신판(일시불+할부)이용 가맹점 0.7% 포인트 적립', '더해드림 - 자주 가는 DREAM영역은 기본의 3배(총 2.1%) 포인트 적립', '챙겨드림 - DREAM영역 중 가장 많이 이용한 영역 기본의 5배(총 3.5%) 포인트 자동적립', '주말(토, 일) 전 주유소 리터당 80원 적립', '택시 3, 6, 9번째 2,000원 할인', '반겨드림 5,000포인트 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/37,신한카드 The BEST-F,"['바우처', '선택형', '카페/디저트', '쇼핑', 'PP', '여행/숙박', '프리미엄 서비스', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/37/card_img/20118/37card.png,"['Gift Option Service', '캐시백(캐시백형 선택 시)마일리지 적립(마일리지 적립형 선택 시)', '스타벅스 커피 할인 /  이마트 피자 무료 제공 서비스 / 특급호텔 베이커리 특별 할인 서비스', '주요 백화점, 할인점, 아울렛 할인', 'Priority Pass 카드 제공', 'JDC 면세점 / 아시아나, 이스타 항공 할인', 'THE BEST-F 공통 Life 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/583,우리 K-패스(신용),"['대중교통', '할인', '할인', '유의사항']",https://api.card-gorilla.com:8080/storage/card/583/card_img/33530/583card.png,"['K-패스 사업 지역 안내', '생활 편의 서비스', '생활 밀착 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/121,다담카드,"['대중교통', '통신', '주유소', '영화', '테마파크', '해외', '선택형', '기타', '유의사항']",https://api.card-gorilla.com:8080/storage/card/121/card_img/20353/121card.png,"['버스, 지하철 10% 청구할인', 'SKT, KT Olleh, LG U+ 10% 청구할인', 'SK주유소(충전소) 리터당 60원 청구할인', '인터파크 영화 예매 시 1매당 3,500원 청구할인', '롯데월드, 에버랜드, 캐리비안베이 30~50% 할인', '해외가맹점 5% 할인캐시백', '선택 적립 서비스팩 - 생활/교육/쇼핑/직장인/레저팩 중 택 1', '연간 이용에 따른 다담리워드 서비스,함께하는 기부 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2427,zgm.the pay카드,"['할인', '간편결제', '선택형', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2427/card_img/27201/2427card.png,"['국내/해외 전 가맹점 1.0% 청구 할인', '온라인 간편결제 최대 1.7% 청구 할인', '디자인 선택 가능', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/27,아시아나 신한카드 Air 1.5,"['아시아나항공', '공항라운지', '프리미엄', '유의사항']",https://api.card-gorilla.com:8080/storage/card/27/card_img/25865/27card.png,"['이용금액 1,000원당 1.5~3 아시아나 마일리지 적립', '국내 공항라운지 무료 이용(mastercard PLATINUM)', 'mastercard PLATINUM  서비스 제공', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2662,American Express® Green Card Edition2,"['바우처', '적립', '공항라운지', '프리미엄 서비스', '프리미엄 서비스']",https://api.card-gorilla.com:8080/storage/card/2662/card_img/32405/2662card.png,"['국내 트래블・패션/뷰티 영역에서 사용 가능한 12만원 상당 바우처 제공(연 1회)', '대상점에 따라 이용 금액 1,000원당 최대 2MR 적립', '전 세계 공항 라운지 이용, 공항 리무진・공항철도서비스', '공항 및 국내 특급 호텔 무료 발레파킹 서비스', 'Be My Guest 호텔 델리/레스토랑, 패밀리 레스토랑 할인']"
https://www.card-gorilla.com/card/detail/2674,I-Mileage (대한항공),"['대한항공', '공항라운지', '공항', '카페', '프리미엄 서비스', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2674/card_img/32666/2674card_2.png,"['대한항공 마일리지 적립', '전 세계 공항 라운지 무료 이용 서비스', '공항 발레파킹 무료 이용 서비스', '스타벅스 할인 서비스', '국제 브랜드 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2690,K-패스 신한카드,"['대중교통', '간편결제', '생활', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2690/card_img/33494/2690card.png,"['대중교통(버스, 지하철) 이용 시 10% 결제일 할인', '간편결제로 결제 시 5% 결제일 할인', '생활서비스 5% 결제일 할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2233,네이버 현대카드,"['디지털구독', '네이버페이', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2233/card_img/20932/2233card.png,"['네이버플러스 멤버십 무료 이용권 제공', '네이버페이 포인트 최대 5% 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/634,Easy all 티타늄카드,"['선택형', '선택형', '프리미엄', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/634/card_img/21400/634card.png,"['Easy all 선택 서비스(택1)', '1. Auto 모드 (많이 쓴 영역에서 자동 캐시백)2. DIY 모드 (원하는 영역에서 자유롭게 청구할인)', '티타늄 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2687,카드의정석 SHOPPING+,"['온라인쇼핑', '쇼핑', '간편결제', '주유', '카페', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2687/card_img/33239/2687card.png,"['[쇼핑 할인의 정석] 온라인 쇼핑 10% 청구할인', '[쇼핑 할인의 정석] 오프라인 쇼핑 10% 청구할인', '[추가 할인의 정석] 온라인 업종 4대 PAY 결제 시 5% 추가할인', '[생활밀착 할인의 정석] 4대 주유소 주말 주유시 리터당 60원 청구할인', '[생활밀착 할인의 정석] 스타벅스, 폴바셋 10% 청구할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/131,BeV V카드(스카이패스형),"['항공마일리지', '프리미엄', '프리미엄', '프리미엄', '유의사항']",https://api.card-gorilla.com:8080/storage/card/131/card_img/20360/131card.png,"['대한항공 마일리지 적립서비스', '쿠폰서비스', 'BeV Ⅴ 서비스 (여행/호텔/골프/문화/금융)', '국제브랜드 제공 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2235,삼성 iD ON 카드,"['할인', '생활', '할인', '유의사항', '선택형']",https://api.card-gorilla.com:8080/storage/card/2235/card_img/28314/2235card.png,"['많이 쓰는 영역 30% 자동 맞춤 할인(커피전문점·배달앱·델리 영역)', '교통·이동통신·스트리밍 10% 할인', '온라인 간편결제·해외 3%·1% 할인', '꼭 확인하세요!', '내 마음대로 고르는 디자인-다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다.']"
https://www.card-gorilla.com/card/detail/2697,현대카드 MX Black Edition2,"['국내외가맹점', '온라인쇼핑', '백화점', '카페', '베이커리', '편의점', '주유', '대중교통', '공항라운지', '기타', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2697/card_img/33888/2697card.png,"['적립한도 제한없이 국내외 가맹점 1% M포인트 적립', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', '[추가혜택] 전월 이용금액 100만원 이상 시 10% 할인', 'THE LOUNGE : 공항 라운지 연5회 무료 이용', '공항 및 특급호텔 발레파킹 무료 이용', '']"
https://www.card-gorilla.com/card/detail/635,올바른 NEW HAVE카드,"['적립', '적립', '공항라운지', '금융', '유의사항']",https://api.card-gorilla.com:8080/storage/card/635/card_img/28872/635card.png,"['국내/외 이용가맹점 0.7% NH포인트 적립', '6개 영역 중 당월(1일~말일) 이용금액 1위/2위 영역은 기본적립의 3배/2배 자동적용', '국제공항 라운지 무료이용', '농협 인터넷·모바일·스마트·텔레뱅킹 이체수수료 통합 월 10회', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2234,삼성 iD ALL 카드,"['할인', '생활', '모든가맹점', '선택형', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2234/card_img/20934/2234card.png,"['많이 쓰는 영역 5% 자동 맞춤 할인(백화점·할인점·슈퍼마켓 영역)', '주유·이동통신·아파트 관리비 2.5% 할인', '국내외 가맹점 0.5% 할인', '내 마음대로 고르는 디자인-다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다.', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2699,카드의정석 TEN,"['할인', '할인', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2699/card_img/34252/2699card.png,"['[TEN Discount] 5대 일상영역 10% 청구할인', '[ONE Discount] 음식점/주점 및 온라인 간편결제 1% 청구할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/772,BLISS.5 카드(마일리지),"['대한항공', '기차', '영화', '카페', '금융', '바우처', '프리미엄 서비스', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/772/card_img/22246/772card.png,"['국내외 일시불, 유이자할부금액에 대해서 1,500원당 1마일 적립제휴항공사 | 대한항공', 'KTX/SRT 승차권 및 철도 여행상품 3%~10% 할인 서비스', '영화예매 할인 서비스・CGV 콤보 무료 이용 서비스', '카페아티제 본인 음료 구매 시 동반자 1인에게 무료 음료 제공', '바로알림(SMS) 서비스 무료 가입', 'Voucher Service 종류(택1)', 'Premium Service', '']"
https://www.card-gorilla.com/card/detail/2636,LOCA Professional,"['국내외가맹점', '캐시백', '기타', '바우처', '프리미엄 서비스', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2636/card_img/31863/2636card.png,"['어디서나 1% 캐시백국내 모든 가맹점 1%, 해외 모든 이용금액 1%', '즉시결제 1% 추가 캐시백일시불 이용 후 5일 이내 즉시결제 시 1%', 'LOCA 나누기 혜택', 'Special Gift 혜택', 'Master World 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/45,American Express Blue,"['생활', '디지털구독', '카페', '통신', '쇼핑', '해외이용', '유의사항']",https://api.card-gorilla.com:8080/storage/card/45/card_img/27703/45card.png,"['편의점·배달앱 7% 멤버십리워즈 적립', '스트리밍서비스 20% 결제일 할인', '스타벅스·이디야 20% 결제일 할인', '교통·통신 5% 멤버십리워즈 적립', '쇼핑 1.5% 멤버십리워즈 적립', '해외 5% 멤버십리워즈 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2559,K-패스 (신용),"['대중교통', '교통', '주유소', '통신', '패밀리레스토랑', '영화', '무이자할부', '테마파크', '수수료우대', '보험사', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2559/card_img/33437/2690card.png,"['[교통특화 서비스] 대중교통 최대 300원 할인', '[교통특화 서비스] 일반교통 5% 할인', '[생활 서비스] 주유 리터당 40원 할인', '[생활 서비스] 통신 3% 할인', '[생활 서비스] 외식 10% 할인', '[생활 서비스] 영화 2천원 할인', '[생활 서비스] 무이자 할부 2~3개월', '[생활 서비스] 놀이공원 본인 무료입장 또는 자유이용권 최대 50% 할인', '[특별우대 서비스] 환전 우대 환율 50% 우대', '[특별우대 서비스] 보험 1천만원 대중교통 상해보험 무료가입', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2663,American Express® Gold Card Edition2,"['바우처', '적립', '공항라운지', '프리미엄 서비스', '프리미엄 서비스', '프리미엄 서비스', '프리미엄 서비스']",https://api.card-gorilla.com:8080/storage/card/2663/card_img/32407/2663card.png,"['국내 트래블·패션/뷰티 영역에서 사용 가능한 25만원 상당 바우처 제공(연 1회)', '대상점에 따라 이용 금액 1,000원당 최대 3MR 적립', '전 세계 공항 라운지 이용, 공항 리무진・공항철도서비스', '공항 및 국내 특급 호텔 무료 발레파킹 서비스', 'Be My Guest 호텔 델리/레스토랑, 패밀리 레스토랑 할인', 'The Hotel Collection 객실 업그레이드 및 호텔 크레딧 100달러(USD) 제공', '메탈 플레이트 제공']"
https://www.card-gorilla.com/card/detail/2460,THE iD. PLATINUM(포인트),"['바우처', '적립', '디지털구독', '카페', '공항라운지', '선택형', '프리미엄 서비스', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2460/card_img/28298/2460card.png,"['[GIFT] 5가지 기프트 중에서 매년 1가지를 선택', '[REWARD] 국내 가맹점 1%, 생활 편의 영역 1.2%, 특별 가맹점 1.5% 빅포인트 적립', '[DAILY LIFESTYLE] 디지털콘텐츠 50% 할인', '[DAILY LIFESTYLE] 스타벅스 3,000원 할인', '[PREMIUM LIFESTYLE] 공항 라운지 서비스(The Lounge)', '[SPECIAL PLATE] 특수 소재 카드', '국제브랜드 서비스(해외겸용카드 전용)', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2569,트래블월렛 우리카드,"['적립', '수수료우대', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2569/card_img/30756/2569card.png,"['트래블 포인트 적립 포인트', '해외 이용 수수료 면제 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/273,참! 좋은 다이소카드(신용),[],https://api6.card-gorilla.com:8080/storage/card/273/card_img/20495/273card.png,[]
https://www.card-gorilla.com/card/detail/115,굿데이올림카드,"['주유', '대형마트', '통신', '교통', '해외', '생활', '교육/육아', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/115/card_img/20273/115card.png,"['주유소, 충전소 업종 리터당 60원 청구할인', '대형마트 10% 청구할인', '전화요금, 인터넷이용료, 케이블TV 업종 10% 청구할인', '버스, 지하철, 택시 업종 10% 청구할인', '해외이용(해외직구) 5% 할인 캐시백', '음식점, 커피전문점, 편의점, 약국 업종 10% 추가 청구할인', '학원, 휘트니스센터 업종 10% 추가 청구할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/432,SKYPASS 롯데 아멕스카드,"['대한항공', '유의사항']",https://api.card-gorilla.com:8080/storage/card/432/card_img/30755/432card.png,"['SKYPASS 1,000원당 1마일, 해외결제는 더블마일 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/16,신한카드 RPM+ Platinum#,"['주유', '쇼핑', '마트/편의점', '택시', '정비', '모든가맹점', '프리미엄', '유의사항']",https://api.card-gorilla.com:8080/storage/card/16/card_img/28929/16card.png,"['모든 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립', '1~5% 특별적립', '1~5% 특별적립', '1~5% 특별적립', '1~5% 특별적립', '국내/외 모든 가맹점 0.2~2.0% 적립', 'Platinum # 서비스', '꼭 확인해주세요!']"
https://www.card-gorilla.com/card/detail/2711,대한항공카드 300,"['대한항공', '적립', '프리미엄', '프리미엄 서비스', '유의사항']",https://d1c5n4ri2guedi.cloudfront.net/card/2711/card_img/35455/2711card_4.png,"['대한항공 마일리지 적립', '연간 보너스 1만 마일리지 적립(연 1회)', '우대 서비스', 'MasterCard World 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/258,Oil & Life카드(Oil카드),"['통신', '주유', '영화', '테마파크', '은행사', '기타', '프리미엄 서비스', '유의사항']",https://api.card-gorilla.com:8080/storage/card/258/card_img/33952/258card.png,"['[기본서비스] 휴대폰 이용금액의 3% 할인', '[특화서비스] GS칼텍스 리터당 120원 청구할인(LPG 포함)', '[기본서비스] CGV, 롯데시네마 2천원 현장할인', '[기본서비스] 주요 놀이공원 할인', '[기본서비스] 금융수수료 면제', '[기본서비스] GS&POINT 포인트 적립 및 다양한 혜택 제공', 'Life Prime/Oil Prime 서비스 중 한가지 선택가능', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/673,스타벅스 현대카드,"['국내외가맹점', '프리미엄 서비스', '유의사항']",blob:https://control.card-gorilla.com/cf03c9bf-ad15-4261-90c5-96ffe48151b9,"['스타벅스 별 적립', 'VISA 플래티넘서비스MasterCard 플래티넘서비스', '꼭 확인하세요!']"
